"CODCIA","CODAGCAUSA","CAUSA","OFICIOCAUSA","FECHA_CREACION","CODPFCAUSA","ACTIVO","ESWEBCLI"
1,35,"Rotura de Placa Vitrocerámica","Rotulos luminosos",27/12/23,87,"0","N"
1,36,"Choque o Impacto de Vehículos","Albañilería",27/12/23,42,"1","N"
1,36,"Choque o Impacto de Vehículos","Calderas",27/12/23,96,"0","N"
1,36,"Choque o Impacto de Vehículos","Carpintería de Madera",27/12/23,51,"0","N"
1,36,"Choque o Impacto de Vehículos","Carpintería Metálica",27/12/23,50,"1","N"
1,36,"Choque o Impacto de Vehículos","Limpieza",27/12/23,66,"0","N"
1,36,"Choque o Impacto de Vehículos","Parquet",27/12/23,60,"0","N"
1,36,"Choque o Impacto de Vehículos","Persianas",27/12/23,61,"0","N"
1,36,"Choque o Impacto de Vehículos","Pintura",27/12/23,43,"0","N"
1,36,"Choque o Impacto de Vehículos","Retirada de Arboles",27/12/23,95,"0","N"
1,36,"Choque o Impacto de Vehículos","Rotulos luminosos",27/12/23,87,"0","N"
1,37,"Caída de Aeronaves y/o Astronaves","Aire Acondicionado",27/12/23,46,"0","N"
1,37,"Caída de Aeronaves y/o Astronaves","Albañilería",27/12/23,42,"0","N"
1,37,"Caída de Aeronaves y/o Astronaves","Calderas",27/12/23,96,"0","N"
1,37,"Caída de Aeronaves y/o Astronaves","Carpintería de Madera",27/12/23,51,"0","N"
1,37,"Caída de Aeronaves y/o Astronaves","Carpintería Metálica",27/12/23,50,"0","N"
1,37,"Caída de Aeronaves y/o Astronaves","Limpieza",27/12/23,66,"0","N"
1,37,"Caída de Aeronaves y/o Astronaves","Parquet",27/12/23,60,"0","N"
1,37,"Caída de Aeronaves y/o Astronaves","Persianas",27/12/23,61,"0","N"
1,37,"Caída de Aeronaves y/o Astronaves","Pintura",27/12/23,43,"0","N"
1,37,"Caída de Aeronaves y/o Astronaves","Retirada de Arboles",27/12/23,95,"0","N"
1,37,"Caída de Aeronaves y/o Astronaves","Rotulos luminosos",27/12/23,87,"0","N"
1,38,"Caída de Árboles-Antenas-Farolas","Aire Acondicionado",27/12/23,46,"0","N"
1,38,"Caída de Árboles-Antenas-Farolas","Albañilería",27/12/23,42,"0","N"
1,38,"Caída de Árboles-Antenas-Farolas","Calderas",27/12/23,96,"0","N"
1,38,"Caída de Árboles-Antenas-Farolas","Carpintería de Madera",27/12/23,51,"0","N"
1,38,"Caída de Árboles-Antenas-Farolas","Carpintería Metálica",27/12/23,50,"0","N"
1,38,"Caída de Árboles-Antenas-Farolas","Limpieza",27/12/23,66,"0","N"
1,38,"Caída de Árboles-Antenas-Farolas","Parquet",27/12/23,60,"0","N"
1,38,"Caída de Árboles-Antenas-Farolas","Persianas",27/12/23,61,"0","N"
1,38,"Caída de Árboles-Antenas-Farolas","Pintura",27/12/23,43,"0","N"
1,38,"Caída de Árboles-Antenas-Farolas","Retirada de Arboles",27/12/23,95,"1","N"
1,38,"Caída de Árboles-Antenas-Farolas","Rotulos luminosos",27/12/23,87,"0","N"
1,39,"Bricopartner","Aire Acondicionado",27/12/23,46,"0","N"
1,39,"Bricopartner","Albañilería",27/12/23,42,"0","N"
1,39,"Bricopartner","Calderas",27/12/23,96,"0","N"
1,39,"Bricopartner","Carpintería de Madera",27/12/23,51,"0","N"
1,39,"Bricopartner","Carpintería Metálica",27/12/23,50,"0","N"
1,39,"Bricopartner","Limpieza",27/12/23,66,"0","N"
1,39,"Bricopartner","Parquet",27/12/23,60,"0","N"
1,39,"Bricopartner","Persianas",27/12/23,61,"1","N"
1,39,"Bricopartner","Pintura",27/12/23,43,"0","N"
1,39,"Bricopartner","Retirada de Arboles",27/12/23,95,"0","N"
1,39,"Bricopartner","Rotulos luminosos",27/12/23,87,"0","N"
1,40,"Otros servicios","Aire Acondicionado",27/12/23,46,"0","N"
1,40,"Otros servicios","Albañilería",27/12/23,42,"0","N"
1,40,"Otros servicios","Calderas",27/12/23,96,"0","N"
1,40,"Otros servicios","Carpintería de Madera",27/12/23,51,"0","N"
1,40,"Otros servicios","Carpintería Metálica",27/12/23,50,"0","N"
1,40,"Otros servicios","Limpieza",27/12/23,66,"0","N"
1,40,"Otros servicios","Parquet",27/12/23,60,"0","N"
1,40,"Otros servicios","Persianas",27/12/23,61,"0","N"
1,40,"Otros servicios","Pintura",27/12/23,43,"0","N"
1,40,"Otros servicios","Retirada de Arboles",27/12/23,95,"0","N"
1,40,"Otros servicios","Rotulos luminosos",27/12/23,87,"0","N"
1,41,"Caida de Rayo","Aire Acondicionado",27/12/23,46,"0","N"
1,41,"Caida de Rayo","Albañilería",27/12/23,42,"0","N"
1,41,"Caida de Rayo","Calderas",27/12/23,96,"0","N"
1,41,"Caida de Rayo","Carpintería de Madera",27/12/23,51,"0","N"
1,41,"Caida de Rayo","Carpintería Metálica",27/12/23,50,"0","N"
1,41,"Caida de Rayo","Limpieza",27/12/23,66,"0","N"
1,41,"Caida de Rayo","Parquet",27/12/23,60,"0","N"
1,41,"Caida de Rayo","Persianas",27/12/23,61,"0","N"
1,41,"Caida de Rayo","Pintura",27/12/23,43,"0","N"
1,41,"Caida de Rayo","Retirada de Arboles",27/12/23,95,"1","N"
1,41,"Caida de Rayo","Rotulos luminosos",27/12/23,87,"0","N"
1,42,"Daños Eléctricos","Aire Acondicionado",27/12/23,46,"1","N"
1,42,"Daños Eléctricos","Albañilería",27/12/23,42,"0","N"
1,42,"Daños Eléctricos","Calderas",27/12/23,96,"1","N"
1,42,"Daños Eléctricos","Carpintería de Madera",27/12/23,51,"0","N"
1,42,"Daños Eléctricos","Carpintería Metálica",27/12/23,50,"0","N"
1,42,"Daños Eléctricos","Limpieza",27/12/23,66,"0","N"
1,42,"Daños Eléctricos","Parquet",27/12/23,60,"0","N"
1,42,"Daños Eléctricos","Persianas",27/12/23,61,"0","N"
1,42,"Daños Eléctricos","Pintura",27/12/23,43,"0","N"
1,42,"Daños Eléctricos","Retirada de Arboles",27/12/23,95,"0","N"
1,42,"Daños Eléctricos","Rotulos luminosos",27/12/23,87,"0","N"
1,43,"Deterioro Alimentos Refrigerados","Aire Acondicionado",27/12/23,46,"0","N"
1,43,"Deterioro Alimentos Refrigerados","Albañilería",27/12/23,42,"0","N"
1,43,"Deterioro Alimentos Refrigerados","Calderas",27/12/23,96,"0","N"
1,43,"Deterioro Alimentos Refrigerados","Carpintería de Madera",27/12/23,51,"0","N"
1,43,"Deterioro Alimentos Refrigerados","Carpintería Metálica",27/12/23,50,"0","N"
1,43,"Deterioro Alimentos Refrigerados","Limpieza",27/12/23,66,"0","N"
1,43,"Deterioro Alimentos Refrigerados","Parquet",27/12/23,60,"0","N"
1,43,"Deterioro Alimentos Refrigerados","Persianas",27/12/23,61,"0","N"
1,43,"Deterioro Alimentos Refrigerados","Pintura",27/12/23,43,"0","N"
1,43,"Deterioro Alimentos Refrigerados","Retirada de Arboles",27/12/23,95,"0","N"
1,43,"Deterioro Alimentos Refrigerados","Rotulos luminosos",27/12/23,87,"0","N"
1,44,"Equipos informáticos","Aire Acondicionado",27/12/23,46,"0","N"
1,44,"Equipos informáticos","Albañilería",27/12/23,42,"0","N"
1,44,"Equipos informáticos","Calderas",27/12/23,96,"0","N"
1,44,"Equipos informáticos","Carpintería de Madera",27/12/23,51,"0","N"
1,44,"Equipos informáticos","Carpintería Metálica",27/12/23,50,"0","N"
1,44,"Equipos informáticos","Limpieza",27/12/23,66,"0","N"
1,44,"Equipos informáticos","Parquet",27/12/23,60,"0","N"
1,44,"Equipos informáticos","Persianas",27/12/23,61,"0","N"
1,44,"Equipos informáticos","Pintura",27/12/23,43,"0","N"
1,44,"Equipos informáticos","Retirada de Arboles",27/12/23,95,"0","N"
1,44,"Equipos informáticos","Rotulos luminosos",27/12/23,87,"0","N"
1,45,"Averia de Maquinaria o Equipos Electronicos","Aire Acondicionado",27/12/23,46,"1","N"
1,31,"Rotura de Rotulos o Letreros","Antenista",27/12/23,48,"0","N"
1,31,"Rotura de Rotulos o Letreros","Electricidad",27/12/23,55,"0","N"
1,31,"Rotura de Rotulos o Letreros","Cristaleria",27/12/23,53,"0","S"
1,31,"Rotura de Rotulos o Letreros","Brico-electrónica",27/12/23,91,"0","N"
1,31,"Rotura de Rotulos o Letreros","Electricidad T.V.",27/12/23,78,"0","N"
1,31,"Rotura de Rotulos o Letreros","No existen profesionales",27/12/23,88,"0","N"
1,31,"Rotura de Rotulos o Letreros","Bricolaje",27/12/23,90,"0","N"
1,31,"Rotura de Rotulos o Letreros","Loza Sanitaria",27/12/23,80,"0","N"
1,32,"Rotura acuario","Multiservicio",27/12/23,0,"0","N"
1,32,"Rotura acuario","Tejados",27/12/23,44,"0","N"
1,32,"Rotura acuario","Antenista",27/12/23,48,"0","N"
1,32,"Rotura acuario","Electricidad",27/12/23,55,"0","N"
1,32,"Rotura acuario","Electricidad T.V.",27/12/23,78,"0","N"
1,32,"Rotura acuario","No existen profesionales",27/12/23,88,"0","N"
1,32,"Rotura acuario","Bricolaje",27/12/23,90,"0","N"
1,32,"Rotura acuario","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,32,"Rotura acuario","Loza Sanitaria",27/12/23,80,"0","N"
1,33,"Rotura metacrilato","Electricidad",27/12/23,55,"0","N"
1,33,"Rotura metacrilato","Cerrajeria",27/12/23,52,"0","N"
1,33,"Rotura metacrilato","Electricidad Ordenadores",27/12/23,79,"0","N"
1,33,"Rotura metacrilato","Brico-electrónica",27/12/23,91,"0","N"
1,33,"Rotura metacrilato","No existen profesionales",27/12/23,88,"0","N"
1,33,"Rotura metacrilato","Bricolaje",27/12/23,90,"0","N"
1,33,"Rotura metacrilato","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,33,"Rotura metacrilato","Loza Sanitaria",27/12/23,80,"0","N"
1,34,"Rotura de Placas Solares","Multiservicio",27/12/23,0,"0","N"
1,34,"Rotura de Placas Solares","Reparacion  electrodomesticos",27/12/23,82,"0","S"
1,34,"Rotura de Placas Solares","Loza Sanitaria",27/12/23,80,"0","N"
1,35,"Rotura de Placa Vitrocerámica","Multiservicio",27/12/23,0,"0","N"
1,35,"Rotura de Placa Vitrocerámica","Tejados",27/12/23,44,"0","N"
1,35,"Rotura de Placa Vitrocerámica","Antenista",27/12/23,48,"0","N"
1,35,"Rotura de Placa Vitrocerámica","Electricidad",27/12/23,55,"0","N"
1,35,"Rotura de Placa Vitrocerámica","Cristaleria",27/12/23,53,"0","N"
1,35,"Rotura de Placa Vitrocerámica","Cerrajeria",27/12/23,52,"0","N"
1,35,"Rotura de Placa Vitrocerámica","Electricidad Ordenadores",27/12/23,79,"0","N"
1,35,"Rotura de Placa Vitrocerámica","Reparacion  electrodomesticos",27/12/23,82,"0","S"
1,35,"Rotura de Placa Vitrocerámica","Loza Sanitaria",27/12/23,80,"0","N"
1,36,"Choque o Impacto de Vehículos","Tejados",27/12/23,44,"0","N"
1,36,"Choque o Impacto de Vehículos","Brico-electrónica",27/12/23,91,"0","N"
1,37,"Caída de Aeronaves y/o Astronaves","Cristaleria",27/12/23,53,"0","N"
1,40,"Otros servicios","Electricidad",27/12/23,55,"0","N"
1,15,"Corrimiento de terreno","No existen profesionales",27/12/23,88,"0","N"
1,15,"Corrimiento de terreno","Bricolaje",27/12/23,90,"0","N"
1,16,"Actos de Vandalismo","Brico-electrónica",27/12/23,91,"0","N"
1,16,"Actos de Vandalismo","Electricidad T.V.",27/12/23,78,"0","N"
1,18,"Avería sin daños (daños agua)","Multiservicio",27/12/23,0,"0","S"
1,18,"Avería sin daños (daños agua)","Antenista",27/12/23,48,"0","N"
1,18,"Avería sin daños (daños agua)","Electricidad",27/12/23,55,"0","N"
1,1,"Daños Agua","Multiservicio",27/12/23,0,"0","S"
1,1,"Daños Agua","Tejados",27/12/23,44,"0","N"
1,1,"Daños Agua","Antenista",27/12/23,48,"0","N"
1,1,"Daños Agua","No existen profesionales",27/12/23,88,"0","N"
1,3,"Avería sin daños (daños agua)","Electricidad",27/12/23,55,"0","N"
1,3,"Avería sin daños (daños agua)","Cristaleria",27/12/23,53,"0","N"
1,3,"Avería sin daños (daños agua)","Cerrajeria",27/12/23,52,"0","N"
1,3,"Avería sin daños (daños agua)","Electricidad Ordenadores",27/12/23,79,"0","N"
1,3,"Avería sin daños (daños agua)","Brico-electrónica",27/12/23,91,"0","N"
1,3,"Avería sin daños (daños agua)","Electricidad T.V.",27/12/23,78,"0","N"
1,3,"Avería sin daños (daños agua)","No existen profesionales",27/12/23,88,"0","N"
1,3,"Avería sin daños (daños agua)","Bricolaje",27/12/23,90,"0","N"
1,3,"Avería sin daños (daños agua)","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,3,"Avería sin daños (daños agua)","Loza Sanitaria",27/12/23,80,"0","N"
1,4,"Inundación-Desbordamiento","Multiservicio",27/12/23,0,"0","S"
1,4,"Inundación-Desbordamiento","Tejados",27/12/23,44,"0","N"
1,4,"Inundación-Desbordamiento","Antenista",27/12/23,48,"0","N"
1,4,"Inundación-Desbordamiento","Electricidad",27/12/23,55,"0","N"
1,4,"Inundación-Desbordamiento","Cristaleria",27/12/23,53,"0","N"
1,4,"Inundación-Desbordamiento","Cerrajeria",27/12/23,52,"0","N"
1,4,"Inundación-Desbordamiento","Electricidad Ordenadores",27/12/23,79,"0","N"
1,8,"Pedrisco-Nieve","Cristaleria",27/12/23,53,"0","N"
1,8,"Pedrisco-Nieve","Cerrajeria",27/12/23,52,"0","N"
1,8,"Pedrisco-Nieve","Electricidad Ordenadores",27/12/23,79,"0","N"
1,20,"Derrame Mercancias Líquidas","Electricidad Ordenadores",27/12/23,79,"0","N"
1,20,"Derrame Mercancias Líquidas","Brico-electrónica",27/12/23,91,"0","N"
1,186,"Atasco - Sin Daños","Urgencia Fontanería",27/12/23,108,"0","N"
1,53,"Accidentes Domesticos o por Calor","Poceria",27/12/23,62,"0","N"
1,52,"Accidentes Personales","Poceria",27/12/23,62,"0","N"
1,20,"Derrame Mercancias Líquidas","Loza Sanitaria",27/12/23,80,"0","N"
1,21,"Daños Mercancia Transportada","Brico-electrónica",27/12/23,91,"0","N"
1,21,"Daños Mercancia Transportada","Electricidad T.V.",27/12/23,78,"0","N"
1,21,"Daños Mercancia Transportada","No existen profesionales",27/12/23,88,"0","N"
1,21,"Daños Mercancia Transportada","Bricolaje",27/12/23,90,"0","N"
1,21,"Daños Mercancia Transportada","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,21,"Daños Mercancia Transportada","Loza Sanitaria",27/12/23,80,"0","N"
1,22,"Derrame Inst. fijas Extinción","Multiservicio",27/12/23,0,"0","S"
1,22,"Derrame Inst. fijas Extinción","Tejados",27/12/23,44,"0","N"
1,23,"Atraco en comercio","Cerrajeria",27/12/23,52,"1","N"
1,23,"Atraco en comercio","No existen profesionales",27/12/23,88,"0","N"
1,40,"Otros servicios","Cristaleria",27/12/23,53,"0","N"
1,40,"Otros servicios","Cerrajeria",27/12/23,52,"0","N"
1,40,"Otros servicios","Electricidad Ordenadores",27/12/23,79,"0","N"
1,40,"Otros servicios","Brico-electrónica",27/12/23,91,"0","N"
1,40,"Otros servicios","Electricidad T.V.",27/12/23,78,"0","N"
1,40,"Otros servicios","No existen profesionales",27/12/23,88,"0","N"
1,40,"Otros servicios","Bricolaje",27/12/23,90,"0","N"
1,40,"Otros servicios","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,40,"Otros servicios","Loza Sanitaria",27/12/23,80,"0","N"
1,41,"Caida de Rayo","Multiservicio",27/12/23,0,"0","S"
1,41,"Caida de Rayo","Tejados",27/12/23,44,"0","N"
1,41,"Caida de Rayo","Antenista",27/12/23,48,"1","N"
1,41,"Caida de Rayo","Electricidad",27/12/23,55,"0","N"
1,41,"Caida de Rayo","Cristaleria",27/12/23,53,"0","N"
1,41,"Caida de Rayo","Cerrajeria",27/12/23,52,"0","N"
1,41,"Caida de Rayo","Electricidad Ordenadores",27/12/23,79,"1","N"
1,41,"Caida de Rayo","Brico-electrónica",27/12/23,91,"0","N"
1,41,"Caida de Rayo","Electricidad T.V.",27/12/23,78,"1","N"
1,41,"Caida de Rayo","No existen profesionales",27/12/23,88,"0","N"
1,41,"Caida de Rayo","Bricolaje",27/12/23,90,"0","N"
1,41,"Caida de Rayo","Reparacion  electrodomesticos",27/12/23,82,"1","N"
1,41,"Caida de Rayo","Loza Sanitaria",27/12/23,80,"0","N"
1,42,"Daños Eléctricos","Multiservicio",27/12/23,0,"0","N"
1,42,"Daños Eléctricos","Tejados",27/12/23,44,"0","N"
1,42,"Daños Eléctricos","Antenista",27/12/23,48,"0","N"
1,63,"Envío profesionales","Loza Sanitaria",27/12/23,80,"0","N"
1,63,"Envío profesionales","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,63,"Envío profesionales","No existen profesionales",27/12/23,88,"0","N"
1,63,"Envío profesionales","Bricolaje",27/12/23,90,"0","N"
1,10,"Inundación-Desbordamiento","Multiservicio",27/12/23,0,"0","S"
1,10,"Inundación-Desbordamiento","Antenista",27/12/23,48,"0","N"
1,10,"Inundación-Desbordamiento","Electricidad",27/12/23,55,"0","N"
1,15,"Corrimiento de terreno","Electricidad T.V.",27/12/23,78,"0","N"
1,15,"Corrimiento de terreno","Loza Sanitaria",27/12/23,80,"0","N"
1,16,"Actos de Vandalismo","Tejados",27/12/23,44,"0","N"
1,16,"Actos de Vandalismo","Antenista",27/12/23,48,"0","N"
1,16,"Actos de Vandalismo","Electricidad",27/12/23,55,"0","N"
1,16,"Actos de Vandalismo","Cristaleria",27/12/23,53,"0","N"
1,16,"Actos de Vandalismo","Cerrajeria",27/12/23,52,"1","N"
1,16,"Actos de Vandalismo","No existen profesionales",27/12/23,88,"0","N"
1,16,"Actos de Vandalismo","Bricolaje",27/12/23,90,"0","N"
1,16,"Actos de Vandalismo","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,16,"Actos de Vandalismo","Loza Sanitaria",27/12/23,80,"0","N"
1,2,"Lluvia","Antenista",27/12/23,48,"1","N"
1,2,"Lluvia","No existen profesionales",27/12/23,88,"0","N"
1,2,"Lluvia","Bricolaje",27/12/23,90,"0","N"
1,2,"Lluvia","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,3,"Avería sin daños (daños agua)","Tejados",27/12/23,44,"0","N"
1,3,"Avería sin daños (daños agua)","Antenista",27/12/23,48,"0","N"
1,8,"Pedrisco-Nieve","Brico-electrónica",27/12/23,91,"0","N"
1,8,"Pedrisco-Nieve","Electricidad T.V.",27/12/23,78,"0","N"
1,8,"Pedrisco-Nieve","No existen profesionales",27/12/23,88,"0","N"
1,8,"Pedrisco-Nieve","Bricolaje",27/12/23,90,"0","N"
1,8,"Pedrisco-Nieve","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,8,"Pedrisco-Nieve","Loza Sanitaria",27/12/23,80,"0","N"
1,23,"Atraco en comercio","Bricolaje",27/12/23,90,"0","N"
1,24,"Atraco en vía pública","Electricidad T.V.",27/12/23,78,"0","N"
1,24,"Atraco en vía pública","No existen profesionales",27/12/23,88,"0","N"
1,25,"Robo","Cerrajeria",27/12/23,52,"1","S"
1,25,"Robo","Electricidad Ordenadores",27/12/23,79,"0","N"
1,25,"Robo","Brico-electrónica",27/12/23,91,"0","N"
1,25,"Robo","Electricidad T.V.",27/12/23,78,"0","N"
1,25,"Robo","No existen profesionales",27/12/23,88,"0","N"
1,25,"Robo","Bricolaje",27/12/23,90,"0","N"
1,25,"Robo","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,25,"Robo","Loza Sanitaria",27/12/23,80,"0","N"
1,26,"Actos de Vandalismo","Multiservicio",27/12/23,0,"0","S"
1,26,"Actos de Vandalismo","Tejados",27/12/23,44,"0","N"
1,26,"Actos de Vandalismo","Electricidad",27/12/23,55,"0","N"
1,26,"Actos de Vandalismo","Cristaleria",27/12/23,53,"0","N"
1,26,"Actos de Vandalismo","No existen profesionales",27/12/23,88,"0","N"
1,26,"Actos de Vandalismo","Bricolaje",27/12/23,90,"0","N"
1,26,"Actos de Vandalismo","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,26,"Actos de Vandalismo","Loza Sanitaria",27/12/23,80,"0","N"
1,27,"Infidelidad de Empleados","Multiservicio",27/12/23,0,"0","S"
1,146,"Actos de Vandalismo","Brico-electrónica",27/12/23,91,"0","N"
1,146,"Actos de Vandalismo","Urgencia Fontanería",27/12/23,108,"0","N"
1,146,"Actos de Vandalismo","Urgencia Cerrajería",27/12/23,111,"0","N"
1,147,"Atraco en comercio","Loza Sanitaria",27/12/23,80,"0","N"
1,147,"Atraco en comercio","Urgencia Cerrajería",27/12/23,111,"0","N"
1,150,"Bricopartner","Mármol",27/12/23,57,"0","N"
1,152,"Coparticipación Comunidad","Electricidad T.V.",27/12/23,78,"0","N"
1,152,"Coparticipación Comunidad","Bricolaje",27/12/23,90,"0","N"
1,152,"Coparticipación Comunidad","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,153,"Corrimiento de terreno","Cristaleria",27/12/23,53,"0","N"
1,155,"Daños Agua","Multiservicio",27/12/23,0,"0","N"
1,155,"Daños Agua","Brico-electrónica",27/12/23,91,"0","N"
1,155,"Daños Agua","No existen profesionales",27/12/23,88,"0","N"
1,36,"Choque o Impacto de Vehículos","Urgencia Electricidad",27/12/23,109,"0","N"
1,49,"Coparticipación Comunidad","Urgencia Electricidad",27/12/23,109,"0","N"
1,56,"Reclamación de daños","Urgencia Electricidad",27/12/23,109,"0","N"
1,157,"Daños Mercancia Transportada","Cristaleria",27/12/23,53,"0","N"
1,157,"Daños Mercancia Transportada","Urgencia Cristalería",27/12/23,110,"0","N"
1,158,"Derrame Mercancias Líquidas","Mármol",27/12/23,57,"0","N"
1,158,"Derrame Mercancias Líquidas","Urgencia Fontanería",27/12/23,108,"0","N"
1,160,"Envío profesionales","Urgencia Cristalería",27/12/23,110,"0","N"
1,160,"Envío profesionales","Urgencia Cerrajería",27/12/23,111,"0","N"
1,160,"Envío profesionales","Urgencia Electricidad",27/12/23,109,"0","N"
1,162,"Explosion","Urgencia Electricidad",27/12/23,109,"0","N"
1,163,"Humo","Cristaleria",27/12/23,53,"0","N"
1,163,"Humo","Loza Sanitaria",27/12/23,80,"0","N"
1,163,"Humo","Cristales vitroceramica",27/12/23,83,"0","N"
1,130,"Restablecimiento de luz","Aparatos industriales",27/12/23,93,"0","N"
1,130,"Restablecimiento de luz","Electricidad Ordenadores",27/12/23,79,"0","N"
1,131,"Restablecimiento de agua","Urgencia Cristalería",27/12/23,110,"0","N"
1,132,"Apertura de puerta","Cerrajeria",27/12/23,52,"1","N"
1,136,"Choque o Impacto de Vehículos","Electricidad Ordenadores",27/12/23,79,"0","N"
1,139,"Inundación-Desbordamiento","Antenista",27/12/23,48,"0","N"
1,140,"Lluvia","Electricidad",27/12/23,55,"0","N"
1,141,"Pedrisco-Nieve","Tejados",27/12/23,44,"1","N"
1,141,"Pedrisco-Nieve","Bricolaje",27/12/23,90,"0","N"
1,141,"Pedrisco-Nieve","Brico-electrónica",27/12/23,91,"0","N"
1,141,"Pedrisco-Nieve","Urgencia Fontanería",27/12/23,108,"0","N"
1,142,"Uso fraudulento de tarjetas","Multiservicio",27/12/23,0,"0","N"
1,142,"Uso fraudulento de tarjetas","Antenista",03/01/24,48,"0","N"
1,142,"Uso fraudulento de tarjetas","Electricidad Ordenadores",27/12/23,79,"0","N"
1,142,"Uso fraudulento de tarjetas","Brico-electrónica",27/12/23,91,"0","N"
1,142,"Uso fraudulento de tarjetas","Bricolaje",27/12/23,90,"0","N"
1,145,"Acciones Tumultuarias","Brico-electrónica",27/12/23,91,"0","N"
1,145,"Acciones Tumultuarias","Urgencia Cristalería",27/12/23,110,"0","N"
1,145,"Acciones Tumultuarias","Urgencia Fontanería",27/12/23,108,"0","N"
1,146,"Actos de Vandalismo","Tejados",27/12/23,44,"0","N"
1,146,"Actos de Vandalismo","Electricidad T.V.",27/12/23,78,"0","N"
1,147,"Atraco en comercio","Cristaleria",27/12/23,53,"0","N"
1,147,"Atraco en comercio","No existen profesionales",27/12/23,88,"0","N"
1,150,"Bricopartner","Aparatos industriales",27/12/23,93,"0","N"
1,150,"Bricopartner","Tejados",27/12/23,44,"0","N"
1,150,"Bricopartner","Urgencia Cristalería",27/12/23,110,"0","N"
1,150,"Bricopartner","Urgencia Fontanería",27/12/23,108,"0","N"
1,150,"Bricopartner","Urgencia Electricidad",27/12/23,109,"0","N"
1,152,"Coparticipación Comunidad","Loza Sanitaria",27/12/23,80,"0","N"
1,152,"Coparticipación Comunidad","Mármol",27/12/23,57,"0","N"
1,152,"Coparticipación Comunidad","Cristales vitroceramica",27/12/23,83,"0","N"
1,153,"Corrimiento de terreno","Tejados",27/12/23,44,"0","N"
1,153,"Corrimiento de terreno","Urgencia Cristalería",27/12/23,110,"0","N"
1,155,"Daños Agua","Cerrajeria",27/12/23,52,"0","N"
1,155,"Daños Agua","Urgencia Cerrajería",27/12/23,111,"0","N"
1,157,"Daños Mercancia Transportada","Antenista",27/12/23,48,"0","N"
1,157,"Daños Mercancia Transportada","Cerrajeria",27/12/23,52,"0","N"
1,157,"Daños Mercancia Transportada","Electricidad T.V.",27/12/23,78,"0","N"
1,160,"Envío profesionales","Electricidad",27/12/23,55,"1","N"
1,162,"Explosion","Antenista",27/12/23,48,"0","N"
1,162,"Explosion","Electricidad Ordenadores",27/12/23,79,"0","N"
1,162,"Explosion","Brico-electrónica",27/12/23,91,"0","N"
1,162,"Explosion","Reparacion  electrodomesticos",27/12/23,82,"1","N"
1,163,"Humo","Antenista",27/12/23,48,"0","N"
1,163,"Humo","Cerrajeria",27/12/23,52,"0","N"
1,163,"Humo","Electricidad Ordenadores",27/12/23,79,"0","N"
1,163,"Humo","Urgencia Cristalería",27/12/23,110,"0","N"
1,130,"Restablecimiento de luz","Mármol",27/12/23,57,"0","N"
1,130,"Restablecimiento de luz","Cerrajeria",27/12/23,52,"0","N"
1,130,"Restablecimiento de luz","Bricolaje",27/12/23,90,"0","N"
1,131,"Restablecimiento de agua","Cristaleria",27/12/23,53,"0","N"
1,131,"Restablecimiento de agua","Bricolaje",27/12/23,90,"0","N"
1,131,"Restablecimiento de agua","Urgencia Fontanería",27/12/23,108,"0","N"
1,132,"Apertura de puerta","Aparatos industriales",27/12/23,93,"0","N"
1,132,"Apertura de puerta","Cristales vitroceramica",27/12/23,83,"0","N"
1,132,"Apertura de puerta","Antenista",27/12/23,48,"0","N"
1,132,"Apertura de puerta","Electricidad T.V.",27/12/23,78,"0","N"
1,132,"Apertura de puerta","Loza Sanitaria",27/12/23,80,"0","N"
1,132,"Apertura de puerta","No existen profesionales",27/12/23,88,"0","N"
1,132,"Apertura de puerta","Brico-electrónica",27/12/23,91,"0","N"
1,132,"Apertura de puerta","Urgencia Electricidad",27/12/23,109,"0","N"
1,135,"Caida de Rayo","Mármol",27/12/23,57,"0","N"
1,136,"Choque o Impacto de Vehículos","Mármol",27/12/23,57,"0","N"
1,136,"Choque o Impacto de Vehículos","Brico-electrónica",27/12/23,91,"0","N"
1,136,"Choque o Impacto de Vehículos","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,138,"Infidelidad de Empleados","Aparatos industriales",27/12/23,93,"0","N"
1,138,"Infidelidad de Empleados","Cristales vitroceramica",27/12/23,83,"0","N"
1,138,"Infidelidad de Empleados","Urgencia Cerrajería",27/12/23,111,"0","N"
1,139,"Inundación-Desbordamiento","Cerrajeria",27/12/23,52,"0","N"
1,139,"Inundación-Desbordamiento","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,140,"Lluvia","No existen profesionales",27/12/23,88,"0","N"
